A,B,weight
ENSG00000115211,ENSG00000153187,84.5
ENSG00000115211,ENSG00000198755,45.3
ENSG00000115211,ENSG00000181788,22.6
ENSG00000115211,ENSG00000151247,45.3
ENSG00000115211,ENSG00000096401,30.6
ENSG00000115211,ENSG00000108592,38.2
ENSG00000115211,ENSG00000145191,33.5
ENSG00000115211,ENSG00000104408,52.2
ENSG00000115211,ENSG00000070785,27.9
ENSG00000115211,ENSG00000119718,31.3
ENSG00000115211,ENSG00000186468,82.4
ENSG00000115211,ENSG00000103495,30.1
ENSG00000115211,ENSG00000197471,16.3
ENSG00000115211,ENSG00000054277,22.2
ENSG00000115211,ENSG00000111361,37.8
ENSG00000115211,ENSG00000175792,33.2
ENSG00000115211,ENSG00000178896,27.7
ENSG00000115211,ENSG00000082397,37.0
ENSG00000115211,ENSG00000274112,1.0
ENSG00000115211,ENSG00000136261,20.8
ENSG00000154447,ENSG00000137478,26.2
ENSG00000154447,ENSG00000106070,35.4
ENSG00000154447,ENSG00000154556,24.3
ENSG00000154447,ENSG00000186575,28.3
ENSG00000154447,ENSG00000161800,21.5
ENSG00000154447,ENSG00000130340,33.4
ENSG00000154447,ENSG00000078747,36.7
ENSG00000154447,ENSG00000135679,24.3
ENSG00000154447,ENSG00000111961,27.2
ENSG00000154447,ENSG00000181788,22.2
ENSG00000154447,ENSG00000188747,21.4
ENSG00000154447,ENSG00000120896,36.3
ENSG00000154447,ENSG00000139132,30.2
ENSG00000154447,ENSG00000129455,15.6
ENSG00000154447,ENSG00000067369,24.2
ENSG00000154447,ENSG00000113645,42.6
ENSG00000154447,ENSG00000174705,17.7
ENSG00000154447,ENSG00000088808,23.9
ENSG00000154447,ENSG00000132254,32.6
ENSG00000154447,ENSG00000196470,27.7
ENSG00000154447,ENSG00000158062,23.1
ENSG00000154447,ENSG00000196935,21.1
ENSG00000154447,ENSG00000051108,58.5
ENSG00000154447,ENSG00000138443,33.4
ENSG00000154447,ENSG00000140600,17.9
ENSG00000154447,ENSG00000066248,19.8
ENSG00000154447,ENSG00000151704,88.3
ENSG00000154447,ENSG00000168246,27.0
ENSG00000154447,ENSG00000127863,22.7
ENSG00000154447,ENSG00000083857,32.1
ENSG00000154447,ENSG00000107554,23.6
ENSG00000154447,ENSG00000198853,25.1
ENSG00000154447,ENSG00000068028,21.9
ENSG00000154447,ENSG00000153317,21.7
ENSG00000154447,ENSG00000172667,24.7
ENSG00000154447,ENSG00000187045,15.6
ENSG00000154447,ENSG00000145819,20.9
ENSG00000154447,ENSG00000144681,18.4
ENSG00000154447,ENSG00000204673,29.4
ENSG00000154447,ENSG00000095637,21.5
ENSG00000154447,ENSG00000101197,15.9
ENSG00000154447,ENSG00000006453,18.2
ENSG00000154447,ENSG00000101004,32.7
ENSG00000154447,ENSG00000112290,22.1
ENSG00000154447,ENSG00000092421,21.4
ENSG00000154447,ENSG00000198087,35.0
ENSG00000119699,ENSG00000107679,29.4
ENSG00000119699,ENSG00000127084,4.4
ENSG00000119699,ENSG00000164171,13.0
ENSG00000119699,ENSG00000100311,10.8
ENSG00000119699,ENSG00000154096,49.1
ENSG00000119699,ENSG00000167755,11.5
ENSG00000119699,ENSG00000145147,11.1
ENSG00000119699,ENSG00000123999,2.6
ENSG00000119699,ENSG00000168621,3.5
ENSG00000119699,ENSG00000110400,5.5
ENSG00000119699,ENSG00000164690,6.3
ENSG00000119699,ENSG00000282932,1.0
ENSG00000119699,ENSG00000138448,30.8
ENSG00000119699,ENSG00000019991,6.9
ENSG00000119699,ENSG00000163132,3.9
ENSG00000119699,ENSG00000137801,15.9
ENSG00000119699,ENSG00000139132,17.1
ENSG00000119699,ENSG00000128645,8.5
ENSG00000119699,ENSG00000154133,7.6
ENSG00000119699,ENSG00000070404,7.4
ENSG00000119699,ENSG00000127418,14.0
ENSG00000119699,ENSG00000011465,25.5
ENSG00000119699,ENSG00000101680,8.0
ENSG00000119699,ENSG00000120885,39.9
ENSG00000119699,ENSG00000274334,1.0
ENSG00000119699,ENSG00000084623,35.0
ENSG00000119699,ENSG00000165973,26.7
ENSG00000119699,ENSG00000130724,50.4
ENSG00000119699,ENSG00000090539,7.2
ENSG00000119699,ENSG00000174808,5.9
ENSG00000119699,ENSG00000122176,5.2
ENSG00000119699,ENSG00000167664,2.5
ENSG00000119699,ENSG00000004399,9.4
ENSG00000119699,ENSG00000116731,12.9
ENSG00000119699,ENSG00000170962,5.5
ENSG00000119699,ENSG00000006453,5.1
ENSG00000119699,ENSG00000119630,3.8
ENSG00000119699,ENSG00000130513,19.6
ENSG00000119699,ENSG00000107738,6.2
ENSG00000119699,ENSG00000145431,8.7
ENSG00000119699,ENSG00000184344,7.2
ENSG00000119699,ENSG00000164283,19.1
ENSG00000104738,ENSG00000163565,12.2
ENSG00000104738,ENSG00000141068,14.5
ENSG00000104738,ENSG00000183431,12.3
ENSG00000104738,ENSG00000145386,6.6
ENSG00000104738,ENSG00000143621,48.3
ENSG00000104738,ENSG00000106263,26.2
ENSG00000104738,ENSG00000285246,1.0
ENSG00000104738,ENSG00000166508,11.1
ENSG00000104738,ENSG00000124762,15.9
ENSG00000104738,ENSG00000113558,120.2
ENSG00000104738,ENSG00000184900,28.3
ENSG00000104738,ENSG00000114166,17.2
ENSG00000104738,ENSG00000164754,36.9
ENSG00000104738,ENSG00000149136,26.3
ENSG00000104738,ENSG00000161800,12.3
ENSG00000104738,ENSG00000198056,9.7
ENSG00000104738,ENSG00000100297,9.6
ENSG00000104738,ENSG00000101003,8.0
ENSG00000104738,ENSG00000133119,10.8
ENSG00000104738,ENSG00000147889,6.7
ENSG00000104738,ENSG00000102753,14.4
ENSG00000104738,ENSG00000162521,31.6
ENSG00000104738,ENSG00000096401,21.0
ENSG00000104738,ENSG00000113810,8.8
ENSG00000104738,ENSG00000112118,16.0
ENSG00000104738,ENSG00000124795,22.9
ENSG00000104738,ENSG00000067369,15.0
ENSG00000104738,ENSG00000138071,31.2
ENSG00000104738,ENSG00000103479,30.2
ENSG00000104738,ENSG00000273707,1.0
ENSG00000104738,ENSG00000165732,19.3
ENSG00000104738,ENSG00000167670,8.4
ENSG00000104738,ENSG00000121671,22.1
ENSG00000104738,ENSG00000124766,10.4
ENSG00000104738,ENSG00000175203,31.2
ENSG00000104738,ENSG00000163104,22.3
ENSG00000104738,ENSG00000126457,21.6
ENSG00000104738,ENSG00000185627,25.8
ENSG00000104738,ENSG00000136824,12.5
ENSG00000104738,ENSG00000204220,25.5
ENSG00000104738,ENSG00000076003,11.3
ENSG00000104738,ENSG00000166451,10.5
ENSG00000104738,ENSG00000108055,19.1
ENSG00000104738,ENSG00000112186,9.7
ENSG00000104738,ENSG00000183207,14.0
ENSG00000104738,ENSG00000139697,15.9
ENSG00000104738,ENSG00000165219,24.0
ENSG00000104738,ENSG00000175792,23.6
ENSG00000104738,ENSG00000066739,10.9
ENSG00000104738,ENSG00000092201,24.1
ENSG00000104738,ENSG00000111602,10.3
ENSG00000104738,ENSG00000177051,11.2
ENSG00000104738,ENSG00000091651,7.1
ENSG00000104738,ENSG00000121988,10.7
ENSG00000123892,ENSG00000105122,3.6
ENSG00000123892,ENSG00000158186,12.1
ENSG00000123892,ENSG00000127084,5.1
ENSG00000123892,ENSG00000137502,7.7
ENSG00000123892,ENSG00000140575,17.9
ENSG00000123892,ENSG00000170365,13.3
ENSG00000123892,ENSG00000116191,6.8
ENSG00000123892,ENSG00000168461,10.8
ENSG00000123892,ENSG00000113319,9.8
ENSG00000123892,ENSG00000164144,21.9
ENSG00000123892,ENSG00000076864,36.4
ENSG00000123892,ENSG00000213465,37.0
ENSG00000123892,ENSG00000206418,21.6
ENSG00000123892,ENSG00000139132,17.8
ENSG00000123892,ENSG00000106615,28.2
ENSG00000123892,ENSG00000113966,16.4
ENSG00000123892,ENSG00000181467,6.9
ENSG00000123892,ENSG00000136848,13.0
ENSG00000123892,ENSG00000132254,20.2
ENSG00000123892,ENSG00000003393,13.6
ENSG00000123892,ENSG00000111348,11.0
ENSG00000123892,ENSG00000100360,19.6
ENSG00000123892,ENSG00000228736,1.0
ENSG00000123892,ENSG00000179331,4.9
ENSG00000123892,ENSG00000133612,9.9
ENSG00000123892,ENSG00000197885,17.4
ENSG00000123892,ENSG00000166128,13.1
ENSG00000123892,ENSG00000145901,21.5
ENSG00000123892,ENSG00000074964,12.0
ENSG00000123892,ENSG00000146376,19.2
ENSG00000123892,ENSG00000095066,13.2
ENSG00000123892,ENSG00000164117,23.4
ENSG00000123892,ENSG00000068028,9.5
ENSG00000123892,ENSG00000102794,3.2
ENSG00000123892,ENSG00000165219,20.8
ENSG00000123892,ENSG00000168256,11.1
ENSG00000123892,ENSG00000165997,9.2
ENSG00000123892,ENSG00000066739,7.7
ENSG00000123892,ENSG00000157985,12.9
ENSG00000123892,ENSG00000120278,7.3
ENSG00000123892,ENSG00000065413,6.2
ENSG00000123892,ENSG00000115137,9.3
ENSG00000123892,ENSG00000161204,19.7
ENSG00000123892,ENSG00000108551,33.4
ENSG00000123892,ENSG00000141101,14.0
ENSG00000123892,ENSG00000105063,12.1
ENSG00000123892,ENSG00000047056,12.0
ENSG00000151693,ENSG00000087266,33.8
ENSG00000151693,ENSG00000107863,31.2
ENSG00000151693,ENSG00000153071,70.5
ENSG00000151693,ENSG00000118579,33.9
ENSG00000151693,ENSG00000112964,27.5
ENSG00000151693,ENSG00000101199,32.8
ENSG00000151693,ENSG00000132254,39.7
ENSG00000151693,ENSG00000003393,33.1
ENSG00000151693,ENSG00000112305,35.9
ENSG00000151693,ENSG00000156011,24.8
ENSG00000151693,ENSG00000133612,29.4
ENSG00000151693,ENSG00000242372,49.7
ENSG00000151693,ENSG00000152413,28.6
ENSG00000151693,ENSG00000066248,26.9
ENSG00000151693,ENSG00000107554,30.7
ENSG00000151693,ENSG00000153317,28.8
ENSG00000151693,ENSG00000149182,41.2
ENSG00000151693,ENSG00000166068,33.1
ENSG00000151693,ENSG00000242247,39.8
ENSG00000151693,ENSG00000157985,32.4
ENSG00000151693,ENSG00000152527,31.4
ENSG00000151693,ENSG00000120278,26.8
ENSG00000151693,ENSG00000081014,29.4
ENSG00000151693,ENSG00000156804,23.9
ENSG00000151693,ENSG00000198087,42.1
ENSG00000151693,ENSG00000005108,40.4
ENSG00000104852,ENSG00000163565,36.2
ENSG00000104852,ENSG00000183431,36.3
ENSG00000104852,ENSG00000136450,55.2
ENSG00000104852,ENSG00000170365,40.5
ENSG00000104852,ENSG00000105323,53.1
ENSG00000104852,ENSG00000183258,50.7
ENSG00000104852,ENSG00000065978,49.5
ENSG00000104852,ENSG00000114503,62.3
ENSG00000104852,ENSG00000100603,51.9
ENSG00000104852,ENSG00000113558,144.2
ENSG00000104852,ENSG00000003756,52.5
ENSG00000104852,ENSG00000168066,55.1
ENSG00000104852,ENSG00000153187,98.9
ENSG00000104852,ENSG00000112081,61.9
ENSG00000104852,ENSG00000164985,46.5
ENSG00000104852,ENSG00000196365,46.2
ENSG00000104852,ENSG00000136875,51.9
ENSG00000104852,ENSG00000189091,47.1
ENSG00000104852,ENSG00000178105,50.0
ENSG00000104852,ENSG00000131051,69.6
ENSG00000104852,ENSG00000141759,57.8
ENSG00000104852,ENSG00000141543,50.4
ENSG00000104852,ENSG00000117360,44.2
ENSG00000104852,ENSG00000055044,48.3
ENSG00000104852,ENSG00000198917,41.0
ENSG00000104852,ENSG00000274081,1.0
ENSG00000104852,ENSG00000124562,50.7
ENSG00000104852,ENSG00000116455,41.3
ENSG00000104852,ENSG00000104897,40.3
ENSG00000104852,ENSG00000075856,45.8
ENSG00000104852,ENSG00000164609,49.8
ENSG00000104852,ENSG00000101161,55.0
ENSG00000104852,ENSG00000166266,47.1
ENSG00000104852,ENSG00000096401,45.0
ENSG00000104852,ENSG00000117751,44.3
ENSG00000104852,ENSG00000103550,36.6
ENSG00000104852,ENSG00000274442,1.0
ENSG00000104852,ENSG00000108883,46.0
ENSG00000104852,ENSG00000164902,34.2
ENSG00000104852,ENSG00000111880,39.8
ENSG00000104852,ENSG00000063244,51.9
ENSG00000104852,ENSG00000124380,47.9
ENSG00000104852,ENSG00000183684,39.4
ENSG00000104852,ENSG00000165732,43.3
ENSG00000104852,ENSG00000005007,47.7
ENSG00000104852,ENSG00000125835,43.4
ENSG00000104852,ENSG00000119917,41.9
ENSG00000104852,ENSG00000173692,51.3
ENSG00000104852,ENSG00000143368,46.9
ENSG00000104852,ENSG00000131876,43.1
ENSG00000104852,ENSG00000143013,43.2
ENSG00000104852,ENSG00000126457,45.6
ENSG00000104852,ENSG00000110107,49.8
ENSG00000104852,ENSG00000139112,118.4
ENSG00000104852,ENSG00000168883,47.7
ENSG00000104852,ENSG00000185800,39.9
ENSG00000104852,ENSG00000108848,52.8
ENSG00000104852,ENSG00000064703,33.1
ENSG00000104852,ENSG00000133226,47.0
ENSG00000104852,ENSG00000085872,44.4
ENSG00000104852,ENSG00000115875,54.4
ENSG00000104852,ENSG00000146834,46.8
ENSG00000104852,ENSG00000082516,40.7
ENSG00000104852,ENSG00000145833,52.6
ENSG00000104852,ENSG00000145332,41.8
ENSG00000104852,ENSG00000101343,46.0
ENSG00000104852,ENSG00000124787,36.0
ENSG00000104852,ENSG00000130520,68.3
ENSG00000104852,ENSG00000119203,43.0
ENSG00000104852,ENSG00000115128,74.9
ENSG00000104852,ENSG00000064419,49.1
ENSG00000104852,ENSG00000225998,1.0
ENSG00000104852,ENSG00000280830,1.0
ENSG00000104852,ENSG00000088205,56.6
ENSG00000104852,ENSG00000114861,37.1
ENSG00000104852,ENSG00000008517,42.9
ENSG00000104852,ENSG00000156804,31.6
ENSG00000104852,ENSG00000265241,35.6
ENSG00000104852,ENSG00000176248,41.5
ENSG00000104852,ENSG00000105063,39.3
ENSG00000104852,ENSG00000282752,1.0
ENSG00000105819,ENSG00000100503,53.1
ENSG00000105819,ENSG00000063761,55.7
ENSG00000105819,ENSG00000101096,48.7
ENSG00000105819,ENSG00000175206,46.9
ENSG00000105819,ENSG00000133812,67.7
ENSG00000105819,ENSG00000275300,1.0
ENSG00000105819,ENSG00000214113,63.0
ENSG00000105819,ENSG00000109180,104.7
ENSG00000105974,ENSG00000163565,9.2
ENSG00000105974,ENSG00000124491,8.1
ENSG00000105974,ENSG00000162909,42.5
ENSG00000105974,ENSG00000131370,16.5
ENSG00000105974,ENSG00000285246,1.0
ENSG00000105974,ENSG00000106070,23.2
ENSG00000105974,ENSG00000185551,30.2
ENSG00000105974,ENSG00000164741,12.6
ENSG00000105974,ENSG00000134871,9.2
ENSG00000105974,ENSG00000026025,19.4
ENSG00000105974,ENSG00000154721,9.9
ENSG00000105974,ENSG00000078747,24.5
ENSG00000105974,ENSG00000131323,7.8
ENSG00000105974,ENSG00000133019,3.9
ENSG00000105974,ENSG00000101017,7.3
ENSG00000105974,ENSG00000151617,5.3
ENSG00000105974,ENSG00000150687,15.3
ENSG00000105974,ENSG00000056558,7.3
ENSG00000105974,ENSG00000166482,8.6
ENSG00000105974,ENSG00000136630,4.7
ENSG00000105974,ENSG00000148180,13.8
ENSG00000105974,ENSG00000204490,1.0
ENSG00000105974,ENSG00000070404,8.3
ENSG00000105974,ENSG00000077942,6.8
ENSG00000105974,ENSG00000139679,8.3
ENSG00000105974,ENSG00000118579,14.6
ENSG00000105974,ENSG00000112964,8.2
ENSG00000105974,ENSG00000141456,11.7
ENSG00000105974,ENSG00000162734,18.2
ENSG00000105974,ENSG00000011465,26.4
ENSG00000105974,ENSG00000168944,14.1
ENSG00000105974,ENSG00000120885,40.8
ENSG00000105974,ENSG00000115808,15.0
ENSG00000105974,ENSG00000100234,42.8
ENSG00000105974,ENSG00000157227,8.4
ENSG00000105974,ENSG00000107796,11.1
ENSG00000105974,ENSG00000273936,1.0
ENSG00000105974,ENSG00000134352,33.7
ENSG00000105974,ENSG00000167323,10.2
ENSG00000105974,ENSG00000138119,8.0
ENSG00000105974,ENSG00000079385,8.8
ENSG00000105974,ENSG00000278183,1.0
ENSG00000105974,ENSG00000112769,5.2
ENSG00000105974,ENSG00000170989,12.3
ENSG00000105974,ENSG00000163697,20.4
ENSG00000105974,ENSG00000177469,10.9
ENSG00000105974,ENSG00000171867,41.9
ENSG00000105974,ENSG00000282307,1.0
ENSG00000105974,ENSG00000145779,6.8
ENSG00000105974,ENSG00000105971,8.7
ENSG00000105974,ENSG00000057663,22.6
ENSG00000105974,ENSG00000109099,11.9
ENSG00000105974,ENSG00000116285,36.0
ENSG00000105974,ENSG00000087245,6.0
ENSG00000105974,ENSG00000139329,11.8
ENSG00000105974,ENSG00000145936,3.8
ENSG00000105974,ENSG00000081026,13.0
ENSG00000105974,ENSG00000004399,10.3
ENSG00000105974,ENSG00000166086,10.1
ENSG00000105974,ENSG00000164855,5.0
ENSG00000105974,ENSG00000078902,24.3
ENSG00000105974,ENSG00000170955,8.2
ENSG00000105974,ENSG00000198087,22.8
ENSG00000105974,ENSG00000134531,6.9
ENSG00000105974,ENSG00000159167,12.9
ENSG00000288250,ENSG00000172348,1.0
ENSG00000288250,ENSG00000121297,1.0
ENSG00000288250,ENSG00000051108,1.0
ENSG00000288250,ENSG00000074319,1.0
ENSG00000288250,ENSG00000115295,1.0
ENSG00000288250,ENSG00000117602,1.0
ENSG00000121210,ENSG00000116663,9.0
ENSG00000121210,ENSG00000055732,6.1
ENSG00000276463,ENSG00000197265,1.0
ENSG00000276463,ENSG00000136942,1.0
ENSG00000276463,ENSG00000124762,1.0
ENSG00000276463,ENSG00000065978,1.0
ENSG00000276463,ENSG00000100603,1.0
ENSG00000276463,ENSG00000166226,1.0
ENSG00000276463,ENSG00000138326,1.0
ENSG00000276463,ENSG00000114166,1.0
ENSG00000276463,ENSG00000124207,1.0
ENSG00000276463,ENSG00000189091,1.0
ENSG00000276463,ENSG00000196419,1.0
ENSG00000276463,ENSG00000136518,1.0
ENSG00000276463,ENSG00000196363,1.0
ENSG00000276463,ENSG00000163161,1.0
ENSG00000276463,ENSG00000135679,1.0
ENSG00000276463,ENSG00000153037,1.0
ENSG00000276463,ENSG00000055044,1.0
ENSG00000276463,ENSG00000115504,1.0
ENSG00000276463,ENSG00000111667,1.0
ENSG00000276463,ENSG00000167986,1.0
ENSG00000276463,ENSG00000163132,1.0
ENSG00000276463,ENSG00000145362,1.0
ENSG00000276463,ENSG00000180530,1.0
ENSG00000276463,ENSG00000169567,1.0
ENSG00000276463,ENSG00000173011,1.0
ENSG00000276463,ENSG00000145741,1.0
ENSG00000276463,ENSG00000288114,1.0
ENSG00000276463,ENSG00000168310,1.0
ENSG00000276463,ENSG00000077942,1.0
ENSG00000276463,ENSG00000140307,1.0
ENSG00000276463,ENSG00000141456,1.0
ENSG00000276463,ENSG00000142676,1.0
ENSG00000276463,ENSG00000114030,1.0
ENSG00000276463,ENSG00000104221,1.0
ENSG00000276463,ENSG00000197579,1.0
ENSG00000276463,ENSG00000106290,1.0
ENSG00000276463,ENSG00000149557,1.0
ENSG00000276463,ENSG00000153767,1.0
ENSG00000276463,ENSG00000162772,1.0
ENSG00000276463,ENSG00000162191,1.0
ENSG00000276463,ENSG00000103168,1.0
ENSG00000276463,ENSG00000101096,1.0
ENSG00000276463,ENSG00000179583,1.0
ENSG00000276463,ENSG00000172530,1.0
ENSG00000276463,ENSG00000143499,1.0
ENSG00000276463,ENSG00000163635,1.0
ENSG00000276463,ENSG00000111653,1.0
ENSG00000276463,ENSG00000183207,1.0
ENSG00000276463,ENSG00000104419,1.0
ENSG00000276463,ENSG00000175792,1.0
ENSG00000276463,ENSG00000028839,1.0
ENSG00000276463,ENSG00000124422,1.0
ENSG00000276463,ENSG00000071994,1.0
ENSG00000276463,ENSG00000141384,1.0
ENSG00000276463,ENSG00000196367,1.0
ENSG00000276463,ENSG00000152382,1.0
ENSG00000105122,ENSG00000158186,10.3
ENSG00000105122,ENSG00000137502,5.9
ENSG00000105122,ENSG00000168461,9.0
ENSG00000105122,ENSG00000181467,5.1
ENSG00000105122,ENSG00000100360,17.8
ENSG00000105122,ENSG00000179331,3.1
ENSG00000105122,ENSG00000133612,8.1
ENSG00000105122,ENSG00000168256,9.3
ENSG00000105122,ENSG00000108551,31.6
ENSG00000163565,ENSG00000175216,16.5
ENSG00000163565,ENSG00000140575,21.5
ENSG00000163565,ENSG00000170365,16.9
ENSG00000163565,ENSG00000124762,16.3
ENSG00000163565,ENSG00000107581,31.0
ENSG00000163565,ENSG00000172936,12.8
ENSG00000163565,ENSG00000170759,27.9
ENSG00000163565,ENSG00000205339,33.3
ENSG00000163565,ENSG00000153187,75.3
ENSG00000163565,ENSG00000137752,8.5
ENSG00000163565,ENSG00000196419,53.1
ENSG00000163565,ENSG00000136518,20.5
ENSG00000163565,ENSG00000149136,26.7
ENSG00000163565,ENSG00000178105,26.4
ENSG00000163565,ENSG00000171490,22.3
ENSG00000163565,ENSG00000161800,12.7
ENSG00000163565,ENSG00000039123,28.0
ENSG00000163565,ENSG00000262795,1.0
ENSG00000163565,ENSG00000162511,9.6
ENSG00000163565,ENSG00000135679,15.5
ENSG00000163565,ENSG00000169372,21.6
ENSG00000163565,ENSG00000163811,17.1
ENSG00000163565,ENSG00000111641,14.3
ENSG00000163565,ENSG00000003402,23.9
ENSG00000163565,ENSG00000075914,23.8
ENSG00000163565,ENSG00000167333,18.9
ENSG00000163565,ENSG00000140464,15.1
ENSG00000163565,ENSG00000165733,20.4
ENSG00000163565,ENSG00000055044,24.7
ENSG00000163565,ENSG00000124383,23.6
ENSG00000163565,ENSG00000131196,9.1
ENSG00000163565,ENSG00000148843,14.8
ENSG00000163565,ENSG00000075856,22.2
ENSG00000163565,ENSG00000107937,16.7
ENSG00000163565,ENSG00000133119,11.2
ENSG00000163565,ENSG00000089737,43.1
ENSG00000163565,ENSG00000148688,27.4
ENSG00000163565,ENSG00000130203,128.6
ENSG00000163565,ENSG00000102974,26.3
ENSG00000163565,ENSG00000145741,61.0
ENSG00000163565,ENSG00000115816,26.3
ENSG00000163565,ENSG00000136630,8.1
ENSG00000163565,ENSG00000124795,23.3
ENSG00000163565,ENSG00000100138,38.0
ENSG00000163565,ENSG00000138685,12.3
ENSG00000163565,ENSG00000108592,29.0
ENSG00000163565,ENSG00000106483,7.1
ENSG00000163565,ENSG00000067369,15.4
ENSG00000163565,ENSG00000179041,14.0
ENSG00000163565,ENSG00000063244,28.3
ENSG00000163565,ENSG00000099949,18.3
ENSG00000163565,ENSG00000159140,38.8
ENSG00000163565,ENSG00000131711,11.2
ENSG00000163565,ENSG00000124380,24.3
ENSG00000163565,ENSG00000141456,15.1
ENSG00000163565,ENSG00000170876,16.8
ENSG00000163565,ENSG00000167721,17.4
ENSG00000163565,ENSG00000165732,19.7
ENSG00000163565,ENSG00000100242,28.1
ENSG00000163565,ENSG00000138442,17.9
ENSG00000163565,ENSG00000005007,24.1
ENSG00000163565,ENSG00000115761,25.0
ENSG00000163565,ENSG00000162645,10.2
ENSG00000163565,ENSG00000049130,18.1
ENSG00000163565,ENSG00000067248,29.2
ENSG00000163565,ENSG00000123064,19.3
ENSG00000163565,ENSG00000197579,21.4
ENSG00000163565,ENSG00000142856,17.8
ENSG00000163565,ENSG00000183486,7.9
ENSG00000163565,ENSG00000158941,28.1
ENSG00000163565,ENSG00000171988,18.7
ENSG00000163565,ENSG00000164136,11.5
ENSG00000163565,ENSG00000243067,1.0
ENSG00000163565,ENSG00000051108,49.7
ENSG00000163565,ENSG00000105176,21.8
ENSG00000163565,ENSG00000233561,1.0
ENSG00000163565,ENSG00000242372,33.8
ENSG00000163565,ENSG00000089048,17.6
ENSG00000163565,ENSG00000100941,23.7
ENSG00000163565,ENSG00000134697,19.2
ENSG00000163565,ENSG00000241945,13.7
ENSG00000163565,ENSG00000052749,10.0
ENSG00000163565,ENSG00000133226,23.4
ENSG00000163565,ENSG00000055483,18.6
ENSG00000163565,ENSG00000239306,24.4
ENSG00000163565,ENSG00000165271,16.5
ENSG00000163565,ENSG00000160208,14.3
ENSG00000163565,ENSG00000174780,27.2
ENSG00000163565,ENSG00000288503,1.0
ENSG00000163565,ENSG00000145779,10.2
ENSG00000163565,ENSG00000101096,8.6
ENSG00000163565,ENSG00000106443,19.0
ENSG00000163565,ENSG00000100227,28.7
ENSG00000163565,ENSG00000198042,18.5
ENSG00000163565,ENSG00000115368,22.4
ENSG00000163565,ENSG00000223496,18.6
ENSG00000163565,ENSG00000107371,20.0
ENSG00000163565,ENSG00000174307,11.1
ENSG00000163565,ENSG00000132274,12.3
ENSG00000163565,ENSG00000122965,17.6
ENSG00000163565,ENSG00000164828,21.8
ENSG00000163565,ENSG00000157601,11.9
ENSG00000163565,ENSG00000101343,22.4
ENSG00000163565,ENSG00000236342,1.0
ENSG00000163565,ENSG00000065183,15.3
ENSG00000163565,ENSG00000213782,35.7
ENSG00000163565,ENSG00000123352,14.9
ENSG00000163565,ENSG00000141076,27.8
ENSG00000163565,ENSG00000136271,16.7
ENSG00000163565,ENSG00000183751,13.9
ENSG00000163565,ENSG00000141380,33.7
ENSG00000163565,ENSG00000133316,17.4
ENSG00000163565,ENSG00000137628,12.1
ENSG00000163565,ENSG00000123240,23.4
ENSG00000163565,ENSG00000242265,10.8
ENSG00000163565,ENSG00000119285,14.7
ENSG00000163565,ENSG00000215788,7.0
ENSG00000163565,ENSG00000178896,18.5
ENSG00000163565,ENSG00000155438,21.9
ENSG00000163565,ENSG00000127483,49.2
ENSG00000163565,ENSG00000285226,1.0
ENSG00000163565,ENSG00000053372,16.7
ENSG00000163565,ENSG00000122692,26.3
ENSG00000163565,ENSG00000076924,17.9
ENSG00000163565,ENSG00000134748,22.2
ENSG00000163565,ENSG00000048028,11.9
ENSG00000163565,ENSG00000110852,7.4
ENSG00000163565,ENSG00000137965,12.3
ENSG00000163565,ENSG00000092201,24.5
ENSG00000163565,ENSG00000088205,33.0
ENSG00000163565,ENSG00000244509,8.0
ENSG00000163565,ENSG00000166582,12.0
ENSG00000163565,ENSG00000119616,30.6
ENSG00000163565,ENSG00000145220,10.2
ENSG00000163565,ENSG00000183520,14.8
ENSG00000163565,ENSG00000265241,12.0
ENSG00000163565,ENSG00000146842,16.9
ENSG00000163565,ENSG00000005100,15.0
ENSG00000163565,ENSG00000048162,14.8
ENSG00000163565,ENSG00000093167,24.0
ENSG00000163565,ENSG00000196141,35.1
ENSG00000124614,ENSG00000170889,77.0
ENSG00000124614,ENSG00000100664,80.2
ENSG00000124614,ENSG00000143621,84.2
ENSG00000124614,ENSG00000106263,62.1
ENSG00000124614,ENSG00000285246,1.0
ENSG00000124614,ENSG00000136942,78.4
ENSG00000124614,ENSG00000089157,64.8
ENSG00000124614,ENSG00000065978,61.4
ENSG00000124614,ENSG00000107581,66.5
ENSG00000124614,ENSG00000138326,128.2
ENSG00000124614,ENSG00000153187,110.8
ENSG00000124614,ENSG00000100353,66.2
ENSG00000124614,ENSG00000108298,77.8
ENSG00000124614,ENSG00000226225,1.0
ENSG00000124614,ENSG00000136875,63.8
ENSG00000124614,ENSG00000131469,88.0
ENSG00000124614,ENSG00000196419,88.6
ENSG00000124614,ENSG00000164754,72.8
ENSG00000124614,ENSG00000171863,85.8
ENSG00000124614,ENSG00000171490,57.8
ENSG00000124614,ENSG00000197756,121.1
ENSG00000124614,ENSG00000026025,58.3
ENSG00000124614,ENSG00000197958,67.5
ENSG00000124614,ENSG00000117360,56.1
ENSG00000124614,ENSG00000100316,83.9
ENSG00000124614,ENSG00000175390,68.1
ENSG00000124614,ENSG00000198755,71.6
ENSG00000124614,ENSG00000111961,53.9
ENSG00000124614,ENSG00000118181,95.7
ENSG00000124614,ENSG00000089009,91.1
ENSG00000124614,ENSG00000100216,69.8
ENSG00000124614,ENSG00000116663,48.5
ENSG00000124614,ENSG00000156482,102.6
